SaleID,price
829,2.0
830,3.0
831,0.0
832,1.91
833,0.37
834,0.0
835,0.01
836,0.37
837,0.01
838,1.98
839,0.03
840,1.71
841,2.0
842,0.06
843,0.03
844,0.0
845,0.0
846,0.1
847,0.0
848,0.02
849,1.93
850,1.89
851,0.0
852,1.98
853,0.48
854,0.0
855,0.08
856,0.0
857,0.0
858,0.08
859,0.02
860,0.0
861,0.0
862,0.0
863,0.0
864,0.02
865,0.0
866,0.0
867,3.0
868,0.06
869,3.0
870,0.36
871,0.0
872,0.02
873,0.2
874,0.0
875,3.0
876,3.0
877,0.0
878,0.01
879,3.0
880,0.0
881,0.8700000000000001
882,0.0
883,0.19
884,0.03
885,0.0
886,0.0
887,0.0
888,2.0
889,3.0
890,0.01
891,0.01
892,1.92
893,0.02
894,1.81
895,3.0
896,0.13
897,0.02
898,0.0
899,0.0
900,0.15
901,0.02
902,0.95
903,3.0
904,0.0
905,3.0
906,2.0
907,2.99
908,0.19
909,1.91
910,2.89
911,0.3
912,0.02
913,0.1
914,0.75
915,0.06
916,3.0
917,0.09
918,3.0
919,0.13
920,0.0
921,2.98
922,0.0
923,0.08
924,2.0
925,0.0
926,2.96
927,0.51
928,0.02
929,0.02
930,0.0
931,0.8600000000000001
932,2.0
933,2.0
934,1.0
935,0.08
936,0.02
937,0.0
938,0.76
939,0.0
940,0.04
941,1.96
942,0.0
943,0.02
944,0.0
945,0.8500000000000001
946,0.0
947,0.02
948,0.28
949,0.8700000000000001
950,0.0
951,0.02
952,3.0
953,0.01
954,0.0
955,0.02
956,0.01
957,0.66
958,0.02
959,0.01
960,0.0
961,0.05
962,0.0
963,0.0
964,0.0
965,3.0
966,0.0
967,0.0
968,2.99
969,1.75
970,2.97
971,0.06
972,0.0
973,0.08
974,3.0
975,0.01
976,0.54
977,0.0
978,3.0
979,3.0
980,0.01
981,0.02
982,0.0
983,0.0
984,0.0
985,0.95
986,0.0
987,0.22000000000000003
988,0.0
989,0.69
990,0.13
991,0.0
992,3.0
993,2.0
994,2.0
995,2.99
996,2.0
997,1.56
998,1.0
999,0.02
1000,0.0
1001,0.9100000000000001
1002,0.43000000000000005
1003,3.0
1004,0.16
1005,0.43000000000000005
1006,2.0
1007,0.08
1008,0.0
1009,0.17
1010,2.0
1011,0.01
1012,0.0
1013,0.02
1014,0.0
1015,0.01
1016,0.01
1017,0.0
1018,0.0
1019,0.04
1020,0.01
1021,0.09
1022,0.16
1023,2.0
1024,0.13
1025,1.18
1026,2.96
1027,0.36
1028,0.0
1029,0.04
1030,1.58
1031,0.0
1032,3.0
1033,0.0
1034,1.66
1035,2.99
1036,0.01
1037,1.94
1038,2.78
1039,3.0
1040,0.27
1041,1.98
1042,3.0
1043,0.03
1044,0.13
1045,0.02
1046,0.05
1047,0.05
1048,0.09
1049,0.0
1050,0.0
1051,0.23000000000000004
1052,0.15
1053,0.05
1054,0.07
1055,0.06
1056,2.0
1057,0.0
1058,0.0
1059,3.0
1060,0.01
1061,2.94
1062,0.0
1063,0.05
1064,0.05
1065,0.0
1066,1.94
1067,0.95
1068,0.67
1069,0.01
1070,0.04
1071,3.0
1072,3.0
1073,0.08
1074,0.02
1075,0.0
1076,0.48
1077,0.0
1078,1.8400000000000003
1079,0.0
1080,0.04
1081,0.0
1082,3.0
1083,0.0
1084,3.0
1085,0.0
1086,0.0
1087,0.0
1088,0.71
1089,2.0
1090,2.18
1091,3.0
1092,0.0
1093,0.03
1094,0.0
1095,0.07
1096,0.08
1097,2.76
1098,2.0
1099,0.0
1100,0.0
1101,1.41
1102,3.0
1103,0.0
1104,0.02
1105,3.0
1106,3.0
1107,0.9100000000000001
1108,0.02
1109,0.02
1110,2.0
1111,2.97
1112,0.0
1113,1.66
1114,2.0
1115,0.0
1116,1.98
1117,2.0
1118,0.08
1119,0.03
1120,2.0
1121,3.0
1122,0.09
1123,3.0
1124,1.83
1125,3.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,3.0
1131,0.8500000000000001
1132,0.01
1133,0.99
1134,0.0
1135,0.08
1136,0.0
1137,0.02
1138,2.0
1139,1.6
1140,0.04
1141,2.69
1142,0.03
1143,2.0
1144,3.0
1145,0.01
1146,0.02
1147,0.11000000000000001
1148,0.0
1149,0.0
1150,3.0
1151,0.1
1152,3.0
1153,0.05
1154,0.03
1155,3.0
1156,0.01
1157,2.0
1158,1.27
1159,0.13
1160,0.01
1161,0.03
1162,0.12
1163,0.05
1164,1.99
1165,0.04
1166,0.0
1167,0.0
1168,3.0
1169,0.0
1170,3.0
1171,0.0
1172,0.01
1173,0.1
1174,0.41
1175,1.25
1176,0.0
1177,3.0
1178,0.0
1179,3.0
1180,0.0
1181,0.02
1182,0.0
1183,0.38
1184,0.0
1185,0.1
1186,0.0
1187,0.02
1188,0.01
1189,0.0
1190,0.04
1191,2.7
1192,0.0
1193,0.09
1194,0.0
1195,0.05
1196,0.01
1197,0.0
1198,0.04
1199,2.57
1200,1.8600000000000003
1201,1.43
1202,0.0
1203,0.34
1204,3.0
1205,0.02
1206,2.99
1207,0.06
1208,0.78
1209,0.09
1210,0.01
1211,0.0
1212,0.03
1213,3.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,3.0
1219,0.06
1220,0.0
1221,0.0
1222,0.0
1223,3.0
1224,0.0
1225,0.0
1226,2.0
1227,2.0
1228,3.0
1229,0.04
1230,3.0
1231,3.0
1232,0.0
1233,0.0
1234,0.0
1235,0.15
1236,0.02
1237,0.61
1238,0.57
1239,2.0
1240,0.15
1241,0.0
1242,0.12
1243,0.03
1244,0.1
1245,0.03
1246,2.0
1247,0.41
1248,2.0
1249,0.04
1250,0.06
1251,0.72
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.35
1257,0.9200000000000002
1258,3.0
1259,0.05
1260,0.0
1261,3.0
1262,3.0
1263,0.01
1264,0.0
1265,0.0
1266,3.0
1267,0.0
1268,1.92
1269,0.0
1270,0.29
1271,0.32
1272,0.0
1273,0.0
1274,3.0
1275,0.9000000000000001
1276,2.0
1277,1.71
1278,0.0
1279,0.0
1280,1.9
1281,0.01
1282,2.0
1283,0.02
1284,1.92
1285,1.35
1286,0.0
1287,0.79
1288,0.0
1289,2.99
1290,2.97
1291,2.0
1292,0.9100000000000001
1293,3.0
1294,0.0
1295,3.0
1296,0.56
1297,0.26
1298,0.01
1299,0.16
1300,0.0
1301,3.0
1302,2.0
1303,1.8400000000000003
1304,2.02
1305,0.06
1306,0.03
1307,3.0
1308,0.0
1309,3.0
1310,0.0
1311,0.02
1312,3.0
1313,3.0
1314,0.22000000000000003
1315,0.04
1316,0.0
1317,0.0
1318,2.0
1319,0.13
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.03
1326,3.0
1327,3.0
1328,3.0
1329,0.32
1330,0.0
1331,0.35
1332,2.0
1333,0.0
1334,0.21000000000000002
1335,2.0
1336,3.0
1337,2.0
1338,0.0
1339,3.0
1340,0.0
1341,0.07
1342,0.01
1343,1.23
1344,3.0
1345,0.02
1346,0.0
1347,0.0
1348,0.0
1349,2.0
1350,0.0
1351,0.06
1352,0.0
1353,2.0
1354,0.04
1355,0.0
1356,0.0
1357,0.04
1358,0.01
1359,0.04
1360,0.0
1361,0.0
1362,0.0
1363,3.0
1364,0.03
1365,2.88
1366,0.5
1367,0.1
1368,0.02
1369,0.02
1370,0.04
1371,0.0
1372,3.0
1373,0.0
1374,2.0
1375,0.01
1376,0.0
1377,1.8200000000000003
1378,3.0
1379,3.0
1380,3.0
1381,3.0
1382,0.07
1383,0.0
1384,0.0
1385,1.96
1386,0.02
1387,0.0
1388,0.0
1389,0.02
1390,0.0
1391,0.01
1392,0.02
1393,2.0
1394,3.0
1395,0.08
1396,0.02
1397,0.1
1398,0.01
1399,0.03
1400,2.0
1401,0.0
1402,0.18
1403,0.01
1404,1.0
1405,0.05
1406,0.01
1407,0.0
1408,0.0
1409,0.01
1410,1.9
1411,3.0
1412,0.12
1413,0.0
1414,0.02
1415,2.0
1416,0.62
1417,0.0
1418,0.0
1419,2.0
1420,0.0
1421,3.0
1422,0.68
1423,0.04
1424,0.0
1425,0.0
1426,0.0
1427,0.04
1428,3.0
1429,2.0
1430,0.32
1431,3.0
1432,3.0
1433,2.97
1434,0.0
1435,2.0
1436,0.0
1437,0.11000000000000001
1438,3.0
1439,0.06
1440,0.0
1441,0.0
1442,2.0
1443,2.0
1444,0.08
1445,3.0
1446,0.02
1447,3.0
1448,0.0
1449,0.22000000000000003
1450,0.0
1451,3.0
1452,0.0
1453,0.01
1454,0.6
1455,0.06
1456,0.0
1457,0.57
1458,0.0
1459,3.0
1460,0.29
1461,0.0
1462,3.0
1463,0.0
1464,1.9
1465,1.93
1466,0.0
1467,0.4600000000000001
1468,3.0
1469,2.0
1470,0.62
1471,3.0
1472,0.13
1473,0.0
1474,0.01
1475,0.02
1476,0.02
1477,0.63
1478,0.0
1479,0.0
1480,0.24
1481,0.2
1482,0.0
1483,0.07
1484,0.0
1485,0.01
1486,0.14
1487,1.31
1488,3.0
1489,0.05
1490,0.19
1491,0.2
1492,0.03
1493,2.0
1494,0.59
1495,1.97
1496,0.0
1497,1.0
1498,1.98
1499,2.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,3.0
1505,2.0
1506,0.78
1507,0.0
1508,2.55
1509,0.33
1510,0.1
1511,3.0
1512,3.0
1513,0.0
1514,0.0
1515,0.19
1516,0.0
1517,0.0
1518,0.0
1519,0.01
1520,0.63
1521,2.0
1522,0.42000000000000004
1523,0.0
1524,0.0
1525,3.0
1526,3.0
1527,0.0
1528,0.06
1529,0.35
1530,3.0
1531,2.95
1532,0.05
1533,0.0
1534,0.0
1535,3.0
1536,0.0
1537,0.0
1538,0.17
1539,0.8400000000000001
1540,0.02
1541,0.04
1542,0.0
1543,0.07
1544,2.01
1545,1.98
1546,0.36
1547,0.0
1548,0.0
1549,1.91
1550,0.03
1551,0.02
1552,0.1
1553,0.02
1554,0.15
1555,0.0
1556,0.01
1557,0.0
1558,0.0
1559,0.0
1560,0.95
1561,0.02
1562,2.0
1563,0.0
1564,0.0
1565,3.0
1566,3.0
1567,0.0
1568,0.1
1569,0.31
1570,0.0
1571,0.31
1572,1.36
1573,0.0
1574,0.0
1575,0.01
1576,0.72
1577,0.05
1578,0.0
1579,3.0
1580,0.0
1581,2.0
1582,0.02
1583,2.95
1584,0.0
1585,2.0
1586,0.01
1587,0.0
1588,0.03
1589,0.04
1590,0.0
1591,0.08
1592,3.0
1593,3.0
1594,0.0
1595,0.01
1596,0.05
1597,3.0
1598,3.0
1599,2.09
1600,0.03
1601,0.04
1602,2.0
1603,0.24
1604,0.05
1605,0.0
1606,0.01
1607,0.02
1608,0.08
1609,3.0
1610,0.0
1611,0.04
1612,0.0
1613,0.36
1614,0.68
1615,2.0
1616,0.01
1617,0.08
1618,3.0
1619,1.1
1620,2.0
1621,2.0
1622,0.09
1623,0.29
1624,0.04
1625,0.71
1626,0.0
1627,0.01
1628,0.05
1629,3.0
1630,0.9000000000000001
1631,3.0
1632,0.19
1633,2.0
1634,0.0
1635,0.0
1636,0.15
1637,0.0
1638,0.2
1639,0.0
1640,2.95
1641,0.09
1642,0.0
1643,3.0
1644,0.0
1645,0.0
1646,0.01
1647,0.31
1648,0.0
1649,0.0
1650,0.0
1651,2.0
1652,2.0
1653,0.77
1654,0.48
1655,3.0
1656,0.0
1657,0.45000000000000007
1658,0.07
1659,0.0
1660,2.17
1661,0.0
1662,3.0
1663,0.0
1664,0.18
1665,0.0
1666,2.0
1667,0.02
1668,0.05
1669,0.02
1670,0.0
1671,0.0
1672,0.11000000000000001
1673,0.38
1674,1.13
1675,0.03
1676,0.0
1677,2.0
1678,2.0
1679,0.4
1680,3.0
1681,1.93
1682,2.0
1683,0.01
1684,0.99
1685,3.0
1686,0.04
1687,2.76
1688,1.69
1689,3.0
1690,0.27
1691,3.0
1692,0.0
1693,0.27
1694,0.02
1695,2.99
1696,0.0
1697,3.0
1698,0.0
1699,0.0
1700,0.06
1701,0.05
1702,0.0
1703,2.0
1704,0.0
1705,2.0
1706,1.27
1707,0.0
1708,0.0
1709,0.03
1710,0.21000000000000002
1711,0.01
1712,0.08
1713,1.17
1714,0.01
1715,3.0
1716,0.15
1717,0.05
1718,0.02
1719,0.0
1720,0.0
1721,2.0
1722,3.0
1723,3.0
1724,0.01
1725,0.09
1726,0.05
1727,0.07
1728,0.03
1729,0.0
1730,0.18
1731,0.0
1732,0.04
1733,0.02
1734,2.62
1735,0.05
1736,0.0
1737,3.0
1738,0.06
1739,0.07
1740,0.01
1741,3.0
1742,0.0
1743,0.0
1744,0.12
1745,1.98
1746,3.0
1747,0.05
1748,2.0
1749,0.01
1750,0.03
1751,0.12
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.22000000000000003
1757,1.33
1758,0.62
1759,0.05
1760,0.26
1761,0.0
1762,0.21000000000000002
1763,0.01
1764,0.45000000000000007
1765,0.0
1766,0.02
1767,0.39
1768,3.0
1769,0.29
1770,0.0
1771,3.0
1772,0.0
1773,0.0
1774,0.02
1775,3.0
1776,1.89
1777,0.2
1778,0.19
1779,0.0
1780,0.02
1781,2.83
1782,3.0
1783,0.0
1784,0.07
1785,0.0
1786,0.0
1787,0.0
1788,0.01
1789,2.0
1790,0.48
1791,0.0
1792,2.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.01
1798,0.13
1799,0.01
1800,0.0
1801,0.0
1802,0.0
1803,2.0
1804,3.0
1805,0.0
1806,1.98
1807,0.02
1808,0.04
1809,0.0
1810,1.8400000000000003
1811,1.31
1812,0.0
1813,0.53
1814,1.53
1815,3.0
1816,2.0
1817,3.0
1818,0.02
1819,0.0
1820,0.0
1821,1.0
1822,0.43000000000000005
1823,2.78
1824,0.01
1825,0.0
1826,3.0
1827,2.0
1828,0.0
1829,3.0
1830,0.02
1831,0.0
1832,0.8800000000000001
1833,2.95
1834,0.0
1835,0.0
1836,3.0
1837,0.06
1838,0.8900000000000001
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.06
1844,0.0
1845,2.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,2.0
1851,0.0
1852,0.18
1853,0.02
1854,0.05
1855,0.3
1856,3.0
1857,0.14
1858,3.0
1859,1.7400000000000002
1860,0.07
1861,1.24
1862,0.0
1863,3.0
1864,0.0
1865,0.03
1866,0.49
1867,1.98
1868,3.0
1869,0.0
1870,0.06
1871,0.01
1872,0.8800000000000001
1873,0.01
1874,0.0
1875,0.0
1876,0.45000000000000007
1877,3.0
1878,2.0
1879,0.0
1880,2.22
1881,0.0
1882,0.0
1883,2.55
1884,0.02
1885,0.2
1886,0.0
1887,1.88
1888,0.0
1889,0.07
1890,2.0
1891,0.8900000000000001
1892,0.09
1893,0.14
1894,0.0
1895,3.0
1896,3.0
1897,1.98
1898,0.0
1899,0.0
1900,2.03
1901,0.3
1902,0.01
1903,0.0
1904,3.0
1905,3.0
1906,1.57
1907,0.0
1908,0.0
1909,2.0
1910,0.0
1911,0.0
1912,0.0
1913,1.27
1914,0.94
1915,0.02
1916,3.0
1917,0.17
1918,0.14
1919,1.6
1920,0.23000000000000004
1921,0.0
1922,1.6
1923,0.0
1924,1.3
1925,0.02
1926,0.02
1927,0.0
1928,0.0
1929,0.02
1930,0.02
1931,3.0
1932,3.0
1933,0.0
1934,3.0
1935,0.09
1936,0.0
1937,2.0
1938,0.78
1939,0.03
1940,3.0
1941,1.0
1942,0.55
1943,0.0
1944,0.0
1945,0.0
1946,3.0
1947,2.0
1948,3.0
1949,0.09
1950,0.0
1951,2.0
1952,2.0
1953,3.0
1954,0.0
1955,0.0
1956,0.0
1957,3.0
1958,0.24
1959,0.0
1960,1.88
1961,0.08
1962,0.0
1963,0.0
1964,0.12
1965,0.0
1966,0.0
1967,3.0
1968,0.0
1969,0.82
1970,0.02
1971,0.7
1972,0.14
1973,0.0
1974,0.0
1975,0.8700000000000001
1976,0.02
1977,2.0
1978,0.0
1979,0.01
1980,1.0
1981,0.0
1982,0.12
1983,0.8600000000000001
1984,3.0
1985,0.0
1986,0.0
1987,0.01
1988,0.03
1989,0.02
1990,3.0
1991,0.02
1992,0.5
1993,1.0
1994,2.57
1995,0.0
1996,2.91
1997,3.0
1998,0.0
1999,0.0
2000,2.0
2001,2.0
2002,0.0
2003,2.04
2004,1.98
2005,2.0
2006,0.2
2007,0.0
2008,0.0
2009,0.0
2010,0.06
2011,0.0
2012,0.01
2013,0.06
2014,2.0
2015,2.33
2016,0.06
2017,2.99
2018,0.0
2019,0.0
2020,0.0
2021,0.02
2022,0.14
2023,0.29
2024,0.81
2025,0.0
2026,3.0
2027,0.21000000000000002
2028,2.0
2029,0.02
2030,0.0
2031,2.97
2032,3.0
2033,2.0
2034,1.96
2035,0.0
2036,0.0
2037,0.02
2038,1.5
2039,0.3
2040,0.0
2041,0.05
2042,0.02
2043,2.66
2044,0.8600000000000001
2045,3.0
2046,0.0
2047,0.0
2048,0.1
2049,0.1
2050,0.07
2051,0.01
2052,3.0
2053,0.0
2054,0.31
2055,3.0
2056,0.73
2057,2.0
2058,3.0
2059,0.0
2060,0.0
2061,0.03
2062,3.0
2063,1.6800000000000002
2064,3.0
2065,0.51
2066,0.05
2067,3.0
2068,0.07
2069,3.0
2070,2.99
2071,3.0
2072,3.0
2073,3.0
2074,0.59
2075,0.0
2076,0.0
2077,0.03
2078,1.97
2079,2.0
2080,0.08
2081,0.01
2082,0.06
